uh-huh and uh i think that uh in the long term that women are	going	to be able to have the recognition that they deserve and uh uh-huh	#telephone#	telephone_sw3103-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
and uh i think that we are	going	to be uh on par with them in salary and in recognition in the long term uh-huh	#telephone#	telephone_sw3103-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
you know who treats me very you know with a with as i think probably is as enlightened as anyone can be at this particular stage in their life time but when he gets angry it's always over control issues it's always over power issues it's never over you know it's always you said you were	going	to do something and you did not do it as if he is the boss and i am the you know and i am the slave and it those are the only only issues we ever fight about uh-huh uh-huh	#telephone#	telephone_sw3103-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
right now i feel the main thing is to look at what they're interested in uh and take what they're interested in and then then start looking for schools do you think that what they say that they are interested in is at eighteen is	going	to be what they are ultimately ultimately graduating at no not necessarily	#telephone#	telephone_sw3104-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
no not necessarily and but like our oldest boy i think he would have he wanted to go to Embrey Ray Riddle and we talked him into	going	local here first uh-huh	#telephone#	telephone_sw3104-ms98-a-trans.txt	go	spoken	OANC_spoken	1	go	come	drive	walk	arrive
and uh when they were like in junior high and high school i mean had they did they have an idea that they were definitely	going	to go to college and uh-huh	#telephone#	telephone_sw3104-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
uh-huh uh-huh i kind of i am not	going	to say i resent it but i was well one of the national merit scholarship qualifying and you know one of the Rhodes Scholars kids and the whole bit um uh	#telephone#	telephone_sw3104-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
uh-huh my parents didn't even discuss with me	going	to college out of state or anyplace else and i just knew that the finances you know would not support it if i had known someplace else	#telephone#	telephone_sw3104-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
uh-huh how not i'm not	going	to say easy but how much less difficult than i thought it would be to get a uh	#telephone#	telephone_sw3104-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
uh-huh i don't know you know what the realities is	going	to look like you know we're putting money away already uh but i really think it's important to put these children someplace where in addition to uh-huh	#telephone#	telephone_sw3104-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
they can get continuances on for years before a a thing ever comes to trial and that makes the victim suffer more right right well they can't get any if the judge is	going	to have any award to the victim it just puts off their collecting it the	#telephone#	telephone_sw3105-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
oh that i mean repeatedly uh during high school they had told their teachers that they were	going	to be that they were	#telephone#	telephone_sw3105-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
um-hum and uh that usually has the latest oh people in the world  very interesting and then i subscribe i bet you know what this one's	going	to be to the National Enquirer  because it's good light reading some of it i wouldn't believe but i but it's interesting reading and believe it or not there are a few interesting articles in it too	#telephone#	telephone_sw3106-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
uh-huh yeah well i think we're just	going	to do like you said just take the ones at the newsstand that that look interesting from now on because seventy five dollars for a magazine that's just that's too much that's right	#telephone#	telephone_sw3106-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
so well let's see if you were	going	to subscribe to a magazine which one would you pick other than the ones that are you reading um	#telephone#	telephone_sw3106-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
sample subscription to that one and that one was was good too it had a the article the one that that uh was a sample one had an article article in there about college saving for your children and what to do and what not to do and how much the uh uh projected cost was	going	to be by the time like mine reached college age and stuff um-hum	#telephone#	telephone_sw3106-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
yeah and it's	going	to be pretty darn expensive and and it was saying you know what to you know how you could go about putting starting to save now	#telephone#	telephone_sw3106-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
that week right uh we're just uh	going	through uh uh well there's a couple of changes to the to the uh our health plan and uh and i guess right now the one in my mind is health insurance but uh um	#telephone#	telephone_sw3107-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
two and a half weeks or something like that and it at three years uh it goes to four weeks i believe and i i'm coming up on i've been at TI now uh uh coming up on fifteen years and it and it just uh this year is	going	to go to four weeks here so uh uh yeah that's a that that is a a a negative but uh oh wow  so that's the real	#telephone#	telephone_sw3107-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
that's oh that's a but the yeah i think the i think the health insurance i think that's that's	going	through changes everywhere to uh the they've uh uh that's reasonable i think	#telephone#	telephone_sw3107-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
uh-huh i think that's the one i wanted to pick up the other day and then my husband wasn't	going	to be able to watch it with me so i thought i better save that one for another day	#telephone#	telephone_sw3108-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
it was eighty five eighty five are you	going	to be looking again soon or how long do you normally keep cars for a long time or well uh i am now i've uh	#telephone#	telephone_sw3109-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
uh bought a real old i i guess it was a Olds ninety eight but it was one that was still metal before they brought in fiberglass and we she was such a nervous driver we felt like she's probably better off in that you know if she if anything did happen she was	going	to be all right but yeah that's	#telephone#	telephone_sw3109-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
you get into a little more of a reclining position they must because i don't know where they're	going	yeah	#telephone#	telephone_sw3109-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
it was just a well they they just said you can you know the limousine companies were	going	out of busy and and you could pick one up for oh yeah oh i guess that's true yeah	#telephone#	telephone_sw3109-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
okay so uh during the summertime do you dress differently than than you would when school's	going	on um a little bit during the school year we're um	#telephone#	telephone_sw3110-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
but so far yeah well that's something my husband says what are we	going	to do when we finally do have kids and you have to move out of one of those because i i have both of the guest bedrooms are both my rooms and it's like what are we	#telephone#	telephone_sw3110-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
oh i know and then plus well my sisters have had their children and so now they send their baby clothes and all their stuff down here to me and i'm like well what am i	going	to do with all this stuff oh	#telephone#	telephone_sw3110-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
right and yeah if you're	going	to drink and you may drink you better have your designated driver in this country and for example with alcohol or with drugs is uh-huh	#telephone#	telephone_sw3111-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
and uh he ended up with some very unusual characters in that that organization it was easy to tell that just from the rehearsal time but uh anyway what were you	going	to tell me about your dad well um actually that lead into a couple different things um my dad worked with unions um	#telephone#	telephone_sw3112-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
i think everything that he owned he did that with but certainly all of his albums and all of the music uh he had signed and dated i was	going	to ask you and it seemed that there must have been a big gap um i also have a brother who's thirteen years older and one who's nineteen years older you you don't run into that very often my goodness	#telephone#	telephone_sw3112-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
gets on a jury we tend to have certain mental images of what's what because we see the headlines uh and we don't have uh again a lot of knowledge so we don't know what is really	going	on what is uh really the range of sentences or awards that are uh are actually uh in the end applied	#telephone#	telephone_sw3113-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
they were the ones that caused it or whatever but to me when you do the crime then you should pay for whatever you did and and you shouldn't be able to go on the lesser charge i don't i don't think that's right because all's that's	going	to do is say oh well you know that was a breeze i can go out and do it again and you know yeah	#telephone#	telephone_sw3113-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
oh okay but oh and and i haven't told you i'm	going	to be at a different school this year now oh	#telephone#	telephone_sw3115-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
well i bet you're you're you may dress differently then for that right i well not really i've got the every day i've got to uh read to kindergartners so i'm	going	to be down on the floor with them i've got about forty kindergartners i'm	#telephone#	telephone_sw3115-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
for uh you know a half hour so i'll be i'll probably be wearing slacks as often as i do because i'm i'm if i'm	going	to be down on the floor messing with them i'm not	#telephone#	telephone_sw3115-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
sort of hat and you never know that though sometimes when you're	going	in do you no but because i sort of stick to several schools uh i'm usually aware that there might be a spirit week	#telephone#	telephone_sw3115-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
and you never know that though sometimes when you're	going	in do you no but because i sort of stick to several schools uh i'm usually aware that there might be a spirit week	#telephone#	telephone_sw3115-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
yeah of what's	going	on that so that's and i don't know you know i i think about well the dress code they have for the kids you know are they put one on the parents or the teachers and say they have to the men have to wear ties	#telephone#	telephone_sw3115-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
uh-huh i don't know that that looks that bad but if you're	going	to tell the kids they can have to dress up i guess you can tell the teachers that too yeah it it i see that the i think the elementary school teachers or maybe even the middle school teachers dress a little fancier than than some of the high school teachers i think	#telephone#	telephone_sw3115-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
right and so you try to maybe follow those if you know you're	going	there you don't want to dress too tacky because you're	#telephone#	telephone_sw3115-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
well and you always course it's a standing joke you know when the when the men come in in a a tie and a suit coat you say you know what have you got a job interview today or there there's or you're	going	to be observed there's usually yeah there's usually something	#telephone#	telephone_sw3115-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
or you're	going	to be observed there's usually yeah there's usually something	#telephone#	telephone_sw3115-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
really and i don't know if if they put make uniforms the thing for the kids i guess the teachers will have to follow suit with a dark skirt and a white top and i don't think we'll ever get to that no i don't think i think we're	going	the opposite direction it's the parochial schools that i guess many times they've had uniforms for years i really don't really know if they still do you don't think so	#telephone#	telephone_sw3115-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
well i think it does it it takes their minds off of of trying to compete Highland Park's thinking about	going	that route uh-huh	#telephone#	telephone_sw3115-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
so it and then i think that's	going	to push teachers to dress a lot more professionally than they do yeah i i don't think a lot of teachers are very professional but	#telephone#	telephone_sw3115-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
but how about you yeah i i enjoy	going	out but my husband goes out for dinner a lot with his company you know with his work uh-huh	#telephone#	telephone_sw3116-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
um i guess my favorite kind of foods foods would be uh the ones that well i don't know favorite is just	going	out for a good good hearty steak but yeah	#telephone#	telephone_sw3116-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
yeah it's kind of an interesting approach yeah we we thought that was that wasn't too bad but most of the time you know i was really surprised like i say	going	at these so	#telephone#	telephone_sw3116-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
uh our son has this kind of you know he's well he started out	going	Stephen F Austin and that turned turned into you know flunking out because of of of uh too many parties	#telephone#	telephone_sw3117-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
and uh for more than just academics  but you know if it's a party school or not although i think every school  is a party school to some degree personally well that's true of course uh you know for me my son he's only six and but i had the experience with my sister	going	to school and she was i treated my sister almost like my daughter because she was nine ten years younger than i was and it's right	#telephone#	telephone_sw3117-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
right and she ended up	going	to the University of Oklahoma uh-huh	#telephone#	telephone_sw3117-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
yeah i think that for me it's	going	to be one of those things yes i want to make sure it has a good education but i also want to keep it small enough that you can enjoy it because Texas to me was almost too big yeah i've heard that from people who have gone to Texas yeah i went to uh Iowa State which is also a big eight school like Oklahoma	#telephone#	telephone_sw3117-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
i went because i went there of course but uh we're	going	my parents let me choose on my own and i want to pretty much allow him to choose on his own but i kind of keep an ear open as to what he's doing uh-huh	#telephone#	telephone_sw3117-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
yeah  so uh but you know i guess you have to really look at your finances and uh Texas has such a bargain in education i mean right now they do now if the uh legislature has their way they're	going	to raise the tuition in in double yeah	#telephone#	telephone_sw3117-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
i had to be very careful about talking about seniors or fourth year students  you got to get the terminology right well i tell you what i've enjoyed talking i'm	going	to go ahead and hang up on this end because it's just about time for supper so yes	#telephone#	telephone_sw3117-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
and we have so many people already you know the jails are already overloaded well the thing is they stay until they all are unanimous i mean if one is determined that it's you know that he feels that he's you know	going	against the other eleven they all stay until everyone agrees so i don't know if it would leave anyone getting off more unless someone just gets tired of fighting you know just gives in	#telephone#	telephone_sw3118-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
i i think it's just i don't i mean i think it's as fair as it can possibly get but i just think it's really hard you know i mean some cases go on for years you know that's true and i've never been on jury duty but they have to keep	going	and	#telephone#	telephone_sw3118-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
i don't i i don't think anyone's	going	to come up with a better way no whoever came up with this was pretty smart because it was pretty uh unique i think when they started it	#telephone#	telephone_sw3118-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
oh i love it i love it i really do and your daughter is	going	to be a sophomore that's correct i have two daughters but my oldest will be will be a sophomore	#telephone#	telephone_sw3120-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
fit everything in but because i had had a fair amount of French	going	in i was able um-hum	#telephone#	telephone_sw3120-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
know what she'd like to do oh she she has uh you know interests that are just you know	going	in all directions um yeah	#telephone#	telephone_sw3120-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
uh-huh and so i was very much a part of all the uh  you know what was	going	on there uh uh-hum	#telephone#	telephone_sw3121-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
in Clarion County and uh we really didn't have things like that	going	on that we you know uh ran into uh-huh	#telephone#	telephone_sw3121-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
that's right yeah uh-huh now i'm	going	to babysit my granddaughter she's just eight weeks old so this will be new for me uh-huh	#telephone#	telephone_sw3121-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
um-hum so i don't have to worry about	going	out there and like for example i'm	#telephone#	telephone_sw3122-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
ooh how nice no one even has to look after him although we have a neighbor who's	going	to come over you know say hello just to keep him happy but uh um-hum	#telephone#	telephone_sw3122-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
objection yeah i mean even even the best trained one you know is	going	to have problems from time to time and you just can't really get that that smell out and yes	#telephone#	telephone_sw3122-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
because yes dogs need training but cats usually don't even need any training seem like they automatically go to their little litter box they think yeah yeah no they usually don't yeah yeah so anyway we've had that that was a very bad experience  well i don't really think we're	going	to have any more indoor pets well in fact if we're getting ready to go on our vacation my little six year old now he's saying we need to buy a mother dog to take care of uh	#telephone#	telephone_sw3122-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
just the kids the fence that we have has slats in it so he can see outside and he is constantly chasing the kids and people walk in our neighborhood he's always and we're on the corner too so you know he has a lot of traffic	going	by and he um-hum	#telephone#	telephone_sw3122-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
uh-huh uh and their interest uh in the students individually is	going	to make the difference versus you know physical things such as the open classroom versus a more closed classroom uh what do you see as problems	#telephone#	telephone_sw3123-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
high schools well now what is Shepton	going	to be Shepton is a high school	#telephone#	telephone_sw3123-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
oh yeah you know so many times when you were trying to schedule outdoor activities you just never knew if it was	going	to be a go or not because of the weather it might rain on your little parade that's right that's right	#telephone#	telephone_sw3124-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
yeah yeah and i remember getting up and somebody telling me hey better wait to go to work because the roads are all you know snow  and i was laughing	going	yeah right that's a good practical joke ha ha they said no really there's snow and there was but a very short time and the weather got warm so quick it just melted it all away	#telephone#	telephone_sw3124-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
coach that bring in a new uh offense and new offensive system that i think the so far the players are are uh responding responding well to and Jimmy's	going	to leave the offense to the offensive coach well that's the theory	#telephone#	telephone_sw3125-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
well that's the theory yeah uh-huh  and what about the quarterback do you think he is uh	going	to stick in there and not wind up there with a concussion well i don't know whether anybody can for a whole year anymore	#telephone#	telephone_sw3125-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
right and when something does happen i say what happened you know and then course uh you can see it on the on the playback out there uh but back there when i was	going	i don't think it was that good uh-huh	#telephone#	telephone_sw3125-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
right just did you work at the same school that your kid was	going	through and	#telephone#	telephone_sw3127-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
wanted them to respect rules and teachers and and uh i don't want them to think that i'm	going	to come riding to the rescue where every time something happens but well they need to i mean any any child as far as that goes there's that there's that certain there's that  that fine line between A and C you know that you have you need to ride and all kids do they they need discipline	#telephone#	telephone_sw3127-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
that's right yeah it's kind a yeah yeah well that's that's my my love of if i'm not	going	to have a full meal is to make sure i get a good salad in there and a good you know thing of fruit and that that'll satisfy most anybody so i think they always go over well	#telephone#	telephone_sw3128-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
uh-huh oh well that's great well that's the way we started too my daughter was	going	to Camp Goddard um which is through the Plano school system you know in the fall so yeah	#telephone#	telephone_sw3130-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
uh-huh i know our neighbors when we first went to this bin program said oh there's no way you know we're	going	to have to have pickup twice a week they were real upset but they weren't they were only picking up once a week and we said to them if you recycle you'll you'll you know you'll go two weeks without having to put out the green container and uh it's it's really amazing the other thing he does that my husband a real stickler about is we don't collect our grass clippings	#telephone#	telephone_sw3130-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
uh-huh that's true that's true that's true well i i really think you're	going	to get hooked on plastics and paper  before you know it probably we probably will	#telephone#	telephone_sw3130-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
once you get into the habit of it it's okay it's just it's just making it a habit that's hard oh i know well the kids have even got to the point where they if they see anybody	going	in the trash can with a can you know they they're oh no don't do that and they go to the sink they rinse them out and they put them upside down they let them drain and and then uh after a couple of days uh-huh	#telephone#	telephone_sw3130-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
uh-huh and uh you know the type of facilities whether it's a shared room or two separate rooms that share uh a uh bathroom all of them all seem to say that people there are	going	to steal their items oh yeah that's a given	#telephone#	telephone_sw3131-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
they they're always saying that somebody's	going	to and some of them i think unconsciously do it you know as a just you know half senile um-hum and sometimes the the help there does it i think	#telephone#	telephone_sw3131-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
um you know once you make that step you know that it's just	going	to be downhill from then on and and i've seen people really fight it that desperately needed to make the change um	#telephone#	telephone_sw3131-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
um they they became in fact that's probably what's	going	to happen with my husband's mother she's	#telephone#	telephone_sw3131-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
oh it's tough it really is that's from the child's standpoint the child is	going	why don't you want to be close to me and your other family what does that house got attraction i never really thought of independence uh-huh	#telephone#	telephone_sw3131-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
ah you know it's just but it's frightening to us b ecause we live pretty far from her she's down in Temple and we can't see her often enough to really know what's	going	on um-hum	#telephone#	telephone_sw3131-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
i wish ah that's something that i think that has been lost in families and i think that's a good place to start again uh yeah i would have to start in the families first because if you don't it for your for your own immediate family your sure not	going	to do it for anybody else yeah	#telephone#	telephone_sw3133-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
right both at home they don't know what to expect at home they don't feel secure there they don't know what's	going	to happen just out front of their apartment complex for example that child that was shot	#telephone#	telephone_sw3134-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
um-hum would give them more security in	going	to the counselor if they have a rapport with their counselor now if they don't um-hum	#telephone#	telephone_sw3134-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
because um education is the key to our future and uh if we have children who are not getting their education for one reason or another than what are we	going	to do with them what's	#telephone#	telephone_sw3134-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
yeah that's right able to uh work at other kind of menial jobs or are they	going	to be the thieves and the people in prison and our prisons are filling up faster then we can build them that's no good yeah	#telephone#	telephone_sw3134-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
what happens when public education fails you know will then people go to private schools you know well what kind of a situation do they get there and what are you know and what kind of state are we in if if most people are	going	to private schools well i think uh one thing that we'll see is that we won't be educating everybody there will be a lot of people who will not get even a menial education like in other countries of the world	#telephone#	telephone_sw3134-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
right right yeah that if they hadn't had it before they hit first grade they were never	going	to have any art or music or any of the interpretive stuff uh-huh yeah that is um a big drawback i think in that in the uh public schools out here	#telephone#	telephone_sw3135-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
rather than some of the other stuff they do yeah and with our budget cuts i'm sure that's not	going	to well that's the only way they're yeah that's the only way they're	#telephone#	telephone_sw3135-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
and with our budget cuts i'm sure that's not	going	to well that's the only way they're yeah that's the only way they're	#telephone#	telephone_sw3135-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
well that's the only way they're yeah that's the only way they're	going	to be able to do it and parents who really want their kids to have any humanities are	#telephone#	telephone_sw3135-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
right right but i  i do think it's an area that needs to be looked at and improved because more of us are	going	to have to work two income families i think are here to stay uh-huh uh-huh	#telephone#	telephone_sw3135-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
uh-huh you know the the people that work in big business have families they have children so it's only to their advantage that they get these programs	going	and working and uh right yeah	#telephone#	telephone_sw3135-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
uh-huh and so i think that we're	going	to try that i i think the huh	#telephone#	telephone_sw3136-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
okay i was	going	to say that we don't want to go into the dwarf hamster business	#telephone#	telephone_sw3137-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
and uh so we i had always wanted a Golden Retriever i just think they're real neat dogs that that's a nice breed you know they're real calm and gentle and and whatnot so my husband thought well for Christmas he was	going	to surprise me with a puppy and he was looking around for a puppy and then um he saw he decided just on a whim i think i'll call the SPCA	#telephone#	telephone_sw3137-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
good grief and he'd they said he's AKC registered he's two years old and he's	going	to go fast i'll bet yeah	#telephone#	telephone_sw3137-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
oh my goodness you know they'll get	going	in the little wheel and he'll sit there and just stare at them so i'm wondering now if it really was the cat who knocked them off the shelf it might have been it might have been the dog yeah	#telephone#	telephone_sw3137-ms98-a-trans.txt	go	spoken	OANC_spoken	2	going	coming	driving	walking	arriving
