Corkscrew Swamp, where a boardwalk takes us through a fascinating and beautiful natural world of giant cypresses and Virginia creeper, will produce stunning nature images by the dozens, and overall is a very exciting place. [SEP] On Day Six, return to Palm Beach Gardens via Lake Okeechobee and the rural heart of South Florida. [SEP] In the early afternoon, you will	arrive	back at the hotel where tour services will end.	natural	COCA; 1996 (Jan); Jan96, Vol. 62 Issue 1, p24, 4p, 1bw; Photographer's paradise.; Goldberg, Gerald S.; ACAD: PSA Journal	arrive	natural	natural	1	none	listener	back at the hotel		go	come	drive	walk	arrive
Catch the BC Ferry ($82.25 for two) from Victoria for the hour-and-a-half journey to Vancouver. [SEP] When you	arrive	, seek out the Granville Island Farmers Market to browse local shops like coffee roaster JJ Bean and the Granville Island Tea Co. [SEP] Take Edible Canada's Shop and Sample Tour ($40) to meet farmers and artisans, do some tasting, and snag discounts. [SEP] Next, head toward the harbor to explore historic Gastown, which is packed with boutiques, cocktail bars, and art galleries.	natural	COCA; 2013; Aug2013, Vol. 42 Issue 7, p94. 1p; THE PACIFIC Northwest; KELSO, STIRLING; MILLER, JENNIFER; MAG: Money	arrive	natural	natural	1	none	listener	none		go	come	drive	walk	arrive
One day she went by the placement office and was told she had missed a NASA recruiter the day before. [SEP] Darden filled out an application and was later offered the job in its computing pool. [SEP] The notice arrived about the time she received offers from the Norfolk Division of Virginia State College (now Norfolk State University) and Hampton Institute, but NASA offered more money and more adventure. [SEP] Or so she thought. [SEP] She	arrived	in 1967 when NASA had seen some of its most historic achievements. [SEP] Computer pools were now integrated.	natural	COCA; 2017 (17-01-01); "Hidden Figures" no longer. New movie highlights the achievements ...; NEWS: Virginian-Pilot	arrive	natural	natural	3	none	protagonist	none		went	came	drove	walked	arrived
Foggy became more of a nuisance than a partner. [SEP] The more she gave Spurgell, the less there was for Foggy. [SEP] At first, Foggy didn't mind; he knew that deep down she still cared. [SEP] He could take the punches as long as Spurgell got the love. [SEP] Marge spent her days napping with Spurgell and keeping a snug home. [SEP] She gave up smoking for the babe and upped the ante on sweets. [SEP] Most of her clothes didn't fit anymore, so she took to wearing loose nighties. [SEP] More often than not, Foggy would	arrive	home from work and find the two of them curled up on the couch in front of the TV, fast asleep, their faces smudged with whatever colour icing she'd used that day for baking.	natural	COCA; 2019 (2018/03/22); Vol. 98, Issue 1; THE OICKELS	arrive	natural	natural	1	none	protagonist	home		go	come	drive	walk	arrive
The cinema has fifteen seats -- soft moss-green armchairs -- and two cutting-edge sea-green projectors that whirr softly in the darkness behind a glass panel. [SEP] To get from Hammars to the cinema, you and your two half siblings squeeze into the back seat of the father's car at exactly 7:40 P.M., twenty minutes before the movie starts. [SEP] It is a short drive, ten minutes at the most, but once you	arrive	you need an additional ten minutes to adjust. [SEP] No rushing in and out. [SEP] Same thing in the afternoon.	natural	COCA; 2019; 12/17/2018, Vol. 94, Issue 41; Time for the Eyes to Adjust	arrive	natural	natural	1	none	protagonist	none		go	come	drive	walk	arrive
At a nearby restaurant, we met other boat owners who'd also come into West Palm Beach from the Bahamas, had the same experience we did, and were guilty of jumping ship before clearing Customs. [SEP] So much for Homeland Security, I thought. [SEP] We'd	arrived	on a Sunday afternoon. [SEP] The U.S. Customs phone number we'd called was listed in the cruising guides for use on weekends or after business hours.	natural	COCA; 2003 (Dec); Vol. 192, Iss. 3; pg. 47; Coming Home Sawdust's crewmembers feel a mixture of joy and sadness on returning to Annapolis after their 6,000-mile Great Circle Route voyage.; George Sass, Sr.; MAG: Motor Boating	arrive	natural	natural	5	none	speaker	none		gone	come	driven	walked	arrived
I had been blessed, three years earlier, to find a house and a housekeeper in one, when one of my aged college dons died and her lifelong companion fell on hard times. [SEP] Miss Pidgeon understood the conflicting urges of comfort and privacy, and provided the first without threatening the second. [SEP] She lived in what had once been the servants' quarters, separated by a small garden from the house proper, and with so much as a few hours' warning, I would	arrive	to find the icebox filled with milk and essentials, a fire laid (if not actually burning), newspapers beside the settee, and never more sign of an actual person than a brief note of welcome on the kitchen table. [SEP] She never made the mistake of tidying my papers, and she had an unexpectedly good eye for who might be an intruder and who looked like one of the owner's odd friends.	natural	COCA; 2016; Dreaming spies : a novel of suspense featuring Mary Russell and Sherlock Holmes; Laurie R King; FIC: Dreaming spies : a novel of suspense featuring Mary Russell and Sherlock Holmes	arrive	natural	natural	1	none	speaker	none		go	come	drive	walk	arrive
During the later stages of my father's battle with cancer, he spent many hours in bed recovering from chemotherapy treatments. [SEP] I would	arrive	every Sunday morning, not knowing if our conversations would take place at the kitchen table or at his bedside. [SEP] One particularly rough chemo session left my father so weak that he did not even wake up when I entered his bedroom.	natural	COCA; 2005 (Dec); Dec2005, Vol. 33 Issue 2, p68-70, 3p; reading lifelong literacy links into the school library; McPherson, Keith; ACAD: Teacher Librarian	arrive	natural	natural	1	none	speaker	every Sunday morning		go	come	drive	walk	arrive
He had to take my temperature and show her I was as normal as anyone. [SEP] " Well, I still think she can make herself hotter at will, " she muttered. [SEP] Perhaps I could. [SEP] Perhaps there were some hot embers burning inside me, something I could flame up whenever I wanted to and, like a dragon, breathe fire at her. [SEP] I must say she worked hard at finding me a home, but it wasn't because she felt sorry for me. [SEP] She simply wanted me out of her orphanage almost as soon as I had	arrived	. Sometimes I overheard her describing me to prospective foster parents, and I was amazed at the compliments she would give me. According to her I was the brightest, nicest, most responsible child there. She always managed to slip in the fact that I had an inheritance, acres of land, and a house kept in trust.	natural	COCA; 2005; New York :; Pocket Books, Edition: 1st Pocket Books hardcover ed; Child of darkness; Andrews, V. C. (Virginia C.);  FIC: Child of darkness	arrive	natural	natural	5	none	speaker	none		gone	come	driven	walked	arrived
In my copy at home, Danny's copy, there is more: On the title page, my stepfather has written: " To my longed-for son, with hopes that our paths will meet again, in this jungle or the next. " I'd gotten the book from Danny the week before, when he'd called and asked me to come and get rid of the things Melissa had left behind. [SEP] " Dad's latest, I assume, " he'd said when I	arrived	, tossing me a wrapped package. [SEP] " There are more books plus some sheets and things. I'm late for work. Take all of it, " he'd said, glaring frantically around the living room, which was a disaster. [SEP] " Don't clean up. I'll do it later. " [SEP] Then he fled, slamming the door.	natural	COCA; 2013; Mar2013, Vol. 135 Issue 3, p35-45. 11p; The Stanford Marshmallow Experiment; MOORE, FERNANDA; FIC: Commentary	arrive	natural	natural	5	none	speaker	none		gone	come	driven	walked	arrived
Anna Gardie's nearly half decade of fame came at the height of refugee stage success, and she demonstrated her talent for transforming the misfortunes of slave revolution into stage celebrity. [SEP] Newspaper reports signal the beginning of her US stage career during Philadelphia's 1794 spring theater season, when she appeared at Thomas Wignell's New Theatre in La forêt noire, a French pantomime. [SEP] Advertisements billed her as newly	arrived	" from the Theatre at Paris, " even though, by all accounts, she had most recently come from Saint Domingue (" New Theatre "). [SEP] Whether by choice or not, Gardie almost always performed nonspeaking roles, usually as a dancer and pantomimist. [SEP] She also occasionally sang French songs, and her greatest American success (judging by its frequency in her repertoire) seems to have been as Columbine, the nonspeaking female lead in the winter holiday season's harlequinades.	natural	COCA;   2016; Chapel Hill Vol. 51, Iss. 3,  (2016): 623-652,755; The Life and Death of Anna Gardie: American Theater, Refugee Dramas, and the Specter of Haitian Revolution; Reed, Peter P; ACAD: Early American Literature	arrive	natural	natural	3	other; bill	protagonist	from the Theatre at Paris		went	came	drove	walked	arrived
The employer is not responsible for the cost of a worker's lodging when the worker chooses to	arrive	earlier than required for a visa appointment at the U.S. Consulate.	natural	CORE; FAQ about Information; OFLC Frequently Asked Questions and Answers; http://www.foreignlaborcert.doleta.gov/faqsanswers.cfm	arrive	natural	natural	1	other; choose	attitude holder	none		go	come	drive	walk	arrive
Warm weather is beginning and winter is becoming a distant memory. [SEP] While many of us use this time to do a little cleaning around the house, it's also a good idea to perform routine summer maintenance to our car-especially before hitting the road on that much-anticipated family vacation. [SEP] So whether you're planning a cross-country trip, or treks back and forth to summer camp and baseball practice, having a well-maintained car can ensure that you	arrive	to and leave from your destination without incident. [SEP] John B. Townsend II, director of public and government affairs for AAA Mid-Atlantic, says car care is essential heading into the hot season. [SEP] " Most motorists fail to realize it, but extremely high heat actually exacts a higher toll on cars and engines than extremely cold weather does, " he says.	natural	COCA; 2008 (May 2008); Vol. 63, Iss. 7; pg. 126, 2 pgs; Are you really ready for that weekend road trip?; Kevin Chappell; MAG: Ebony	arrive	natural	natural	1	other; ensure	listener	to your destination		go	come	drive	walk	arrive
The year before he left, my father took me to the racetrack. [SEP] He sold life insurance during the week, and on weekends he went to the races. [SEP] I was eleven years old, and sitting in the front seat of our rusty Ford station wagon. [SEP] The speed limit was twenty-five, but my father was going fifty, running through stop signs, our tires screeching as he cut around bends. [SEP] He'd grown up on a ranch and knew about horses. [SEP] He explained that if you	arrived	before starting time, you could go down to the track and examine the animals. [SEP] Sometimes a horse had been worked too hard in practice, and you could notice it before the race began, see it in the creature's face, the moisture around his eyes. [SEP] " It's like insurance, " my father said. [SEP] " You try to guess the odds, then you decide. "	natural	COCA; 1992; Summer92, Vol. 33 Issue 2, p201, 16p; Spitting image; FIC: Massachusetts Review	arrive	natural	natural	3	other; explain	embedded listener	before starting time		went	came	drove	walked	arrived
The best you can do to prepare your child for college is what you have been doing... love, support, encourage. [SEP] Show them you care and that you are excited for them. [SEP] Let them know you believe they will be successful goes a long way. [SEP] Do not feel like you have to be the first to	arrive	on moving day. [SEP] Getting there early or later will still result in the same room, set-up, etc.	natural	CORE; Personal Blog; It's Good To Be The Dad; http://www.itsgoodtobethedad.com/	arrive	natural	natural	1	other; feel like	listener	none		go	come	drive	walk	arrive
"Tthe fellow with whom I'd intended to do a bit of business met with an accident. I'm rather frazzled, I'm afraid. " [SEP] It wasn't entirely the truth, but it was as much as she was willing to divulge to anyone. [SEP] The fact that Anthony was a Benchley only made her more cautious. [SEP] She'd learned her lesson. [SEP] " Business? " he repeated. [SEP] " You know, I'd heard that you	arrived	the other night with a dozen carriages full of your possessions. [SEP] And -- Well, I'm not certain how to be delicate about this, but my solicitors keep telling me that Frederick signed Adam House over to you. [SEP] I thought perhaps you might consider returning the house to the Benchley family. [SEP] God knows I could use it to settle some of Frederick's remaining debts. [SEP] "	natural	COCA; 2011; New York : St. Martin's Paperbacks,Edition: St. Martin's Paperbacks ed; A beginner''s guide to rakes; Enoch, Suzanne; FIC: A beginner''s guide to rakes	arrive	natural	natural	5	other; hear	embedded listener	the other night		gone	come	driven	walked	arrived
Anyway, Mr. Jones can tow the van to Herefordshire tomorrow when the shops open. [SEP] How are you feeling? [SEP] Shall we try to find a doctor today? [SEP] " " [SEP] No doctor, thanks. [SEP] I just have a few aches and pains. [SEP] Thank you for taking care of the van. [SEP] You must have been up early. [SEP] " " [SEP] Depends on how you look at it. [SEP] Up early or up late. [SEP] I never went to bed. [SEP] I hoped Hans might	arrive	with an explanation. [SEP] I still wanted to believe my suspicions were a nasty nightmare. [SEP] "	natural	COCA;   2003 (Summer); . Vol. 79, Iss. 3; pg. 438; Searching for Arthur's stone; Deborah Prum; FIC: The Virginia Quarterly Review	arrive	natural	natural	1	other; hope	accompaniment	with an explanation		go	come	drive	walk	arrive
It's overcast, " she murmured. [SEP] Meg nodded. " Look at the sea. [SEP] I thought I felt us tossing about rather more vigorously than usual. [SEP] " [SEP] The sea was near black without the stars to light it, but gray foam crested over every wave. On deck, the heightened pitch of the ship was more clearly defined. [SEP] " [SEP] Do you think a storm is coming? [SEP] " [SEP] " [SEP] Perhaps. [SEP] " Meg shuddered. " [SEP] I do hope we	arrive	home before it strikes. [SEP] " [SEP] " [SEP] I'm certain we will. [SEP] " Serena wasn't concerned. [SEP] They'd survived several squalls and a rather treacherous storm in the past weeks. [SEP] She had faith that Captain Moscum could pilot this ship through a hurricane, if need be.	natural	COCA; 2011; New York : Forever,Edition: 1st ed; Confessions of an improper bride; Haymore, Jennifer; FIC: Confessions of an improper bride	arrive	natural	natural	1	other; hope	homebase	home		go	come	drive	walk	arrive
" I would give anything to swap places with you. " [SEP] " Sometimes wars are won by those who just stand sentinel, sir. " [SEP] " If so, I'd rather be doing the fighting, while someone else wins the war. " [SEP] Hartwell explained that he was not permitted within Ballard House due to some disagreement with Sir Charles, so he left me at the front door and led my horse on to the stables. [SEP] Sir Charles was informed that I had	arrived	, and presently he came downstairs to the parlour. [SEP] He had a rumpled, untidy look, was unshaven rather than bearded, and his hair was long and tousled. [SEP] His expression was that of a man who had been interrupted while doing something important, and was feeling a bit cross about it.	natural	COCA; 2012; Mar/Apr 2012; Electrica; McMullen, Sean; FIC: Fantasy & Science Fiction	arrive	natural	natural	5	other; inform	speaker	none		gone	come	driven	walked	arrived
KOPPEL And we will be joined live by correspondent John Laurence from Sofia when we come back in just a moment. [SEP] KOPPEL: Joining us now live from Sofia, Bulgaria is ABC News correspondent John Laurence. [SEP] John, I know that you are only recently	arrived	there, and that is not a country in which you have specialized over the years, but nevertheless, give me a sense of why it is, when all of Europe seems to be moving away from Communism, why do you think the Bulgarians have decided to elect a Communist government? [SEP] JOHN LAURENCE, ABC News: Well, Ted, it could be a combination of reasons.	natural	COCA; 1990 (19900614); New Troubles in Romania and Bulgaria; SPOK: ABC_Nightline	arrive	natural	natural	3	other; know	listener	there		went	came	drove	walked	arrived
My dearest love, Please do not abandon me. [SEP] The only solace that I can find is the hope that you will mourn for the return that I can not promise. [SEP] Thinking of you, I am unable to sleep. [SEP] The prayer call of the priests' silver trumpets has yet to mark the dawn, and I write by the light of an oil lamp, knowing this activity will not disturb my hosts. [SEP] First, I wish you to know that I	arrived	safely for Passover, and I can report that Pascal and Seraphine are in good health. [SEP] Now that my travel has ended, I have the luxury of applying markings to scroll. [SEP] Far apart as we are, my intent is to begin each day of this week with you. [SEP] I picture you listening to my letter and thus pretend we are in conversation. [SEP] It aids me that I can imagine you reclining on your couch in our villa far above the harbor.	natural	COCA; 2004; Tyndale House Publishers; The weeping chamber; Brouwer, Sigmund, 1959; FIC: The weeping chamber	arrive	natural	natural	3	other; know	speaker	none		went	came	drove	walked	arrived
Coffee is absolutely essential for me to feel like a human. [SEP] During my commute, I love to have coffee with me. [SEP] It makes it so much better. [SEP] And I love to	arrive	at the office or the gym fully caffeinated.	natural	CORE; Other; Let's Talk Morning Routines: What Do You NEED to Do When You; http://www.xojane.com/fun/lets-talk-morning-routines	arrive	natural	natural	1	other; love	attitude holder	at the office		go	come	drive	walk	arrive
" Where's the trunk? " he asked. [SEP] " Don't worry, I have it in the car, " she said, and he looked at her from under the overgrown ledge of his brow. [SEP] He didn't ask her to carry it in, so she didn't offer. [SEP] She wondered if he'd read all the logbooks and journals. [SEP] Nothing in his watery green eyes betrayed his thoughts. [SEP] Phoebe's mother called her inside to help pack up the kids. [SEP] Phoebe needed to hit the highway soon if she wanted to	arrive	home before the kids' bedtime. [SEP] Also, she didn't want to fall asleep behind the wheel. [SEP] She rushed the kids to say goodbye to their grandfather and loaded them into the car.	natural	COCA; 2018 (2017/09/22); Vol. 97, Issue 3; THE WRECK OF THE IPSWICH SPARROW	arrive	natural	natural	1	other; need	protagonist	home		go	come	drive	walk	arrive
Lake Michigan is proudly the sixth largest freshwater lake in the entire world! [SEP] We are located at the most northern point of this lake and are surrounded by forests, dunes, beaches, agriculture, and more! [SEP] Our beautiful Marina offers tourists the opportunity to	arrive	by boat or dock your boat here while visiting the area. [SEP] Commercial fishing still exists in the area and plays an important role in the community.	natural	CORE;   Informational Description; Naubinway & Engadine Michigan - Visit the Top of the Lake; http://www.topofthelake.org/	arrive	natural	natural	1	other; offer	3rd	none		go	come	drive	walk	arrive
The train was much less crowded this time around and so Michael and I each took two seats and I did get a good bit of sleep. [SEP] Our train had originally be scheduled to	arrive	at 8:40 in the morning and by noon (and several more " unscheduled " delays ") we were told that we wouldn't be getting in until almost 3 in the afternoon.	natural	CORE; Opinion Blog; All Stace, All the Time; http://allstace.blogspot.com/	arrive	natural	natural	1	other; schedule	3rd	none		go	come	drive	walk	arrive
I want to say that I am more ashamed of what I did in that classroom yesterday than I have ever done in my life. [SEP] It was flat wrong and I have no case here. [SEP] And I'm sorry, for the event. [SEP] But not now, not ever, will I ever be apologetic for it's intention. [SEP] Every day, we, the students of Capeside, come to a place where you guys are in charge. [SEP] You tell us when to	arrive	, when to leave, when to move rooms, when to eat. [SEP] You tell us when we're doing well, when we need to be doing better and we never ever question it because we're afraid to.	natural	CORE; Other; To Be Or Not To Be ... (1) - TV.com; http://www.tv.com/shows/dawsons-creek/to-be-or-not-to-be-1-2834/	arrive	natural	natural	1	other; tell	speaker	none		go	come	drive	walk	arrive
" Please, may I sit? " [SEP] Uncle Ibrahim asked. [SEP] " Am I one to stop a holy man of God from sitting? You'll do as you wish, koh? " [SEP] " I'm here because I was asked to be here. " [SEP] " By whom? " [SEP] " That is irrelevant. " [SEP] " It is very relevant when you enter a man's home to speak with him about a matter that does not concern you. " [SEP] Uncle Ibrahim sighed. [SEP] " I know you were told that I would	arrive	today. [SEP] I'm here about the engagement between your daughter and Shagye. [SEP] " [SEP] Henry's father laughed long and hard before sucking thoughtfully on the sugarcane. [SEP] " [SEP] I want to stop you from making a mistake. [SEP] See what Shagye can bring the family? [SEP] How he can take care of Miriam? [SEP] We know your reputation in this place, koh. [SEP] You should be happy that Shagye wants to marry your daughter. [SEP] "	natural	COCA; 2016; Baltimore Vol. 39, Iss. 3,  (Summer 2016): 602-608,729; A WORLD NOT YOURS; Kurian, Afabwaje; FIC: Callaloo	arrive	natural	natural	1	other; tell	speaker	today		go	come	drive	walk	arrive
There was also a charming lady in her late thirties or perhaps early forties who was secretary to a member of Parliament, She was responsible for my enjoying a weekend at the country home of well-to-do friends of hers. [SEP] She remarked at dinner once that she had an invitation to spend the weekend with friends but was unable to accept. [SEP] So, playing the role of the brash American, I suggested that she tell them I would	arrive	as substitute. [SEP] She did, and I did. [SEP] Her friends entertained me extravagantly, I thought, and took me around to meet their friends, who also felt obliged to entertain me. [SEP] One of them later visited us in Paris, and in return for his and his wife's hospitality I took him to dinner in Paris and then to the opera.	natural	COCA; 2013; Summer2013, Vol. 121 Issue 4, p548-559. 12p; INNOCENTS ABROAD PARIS AND LONDON 1948-1949; LILLIBRIDGE, G. D; FIC: Sewanee Review	arrive	natural	natural	1	other; tell	speaker	as a substitute		go	come	drive	walk	arrive
Many years later he would recall that Olivia had greeted him in a robe the color of cadmium sulfide (at least to him it was cadmium sulfide; to the rest of us, it would have just been another shade of yellow). [SEP] He told me how he stood in the doorway and drank her in, as if she were a tall glass of lemonade. [SEP] " When they told me who had	arrived	on the four thirty train, " he said, " I almost left on the five forty-seven. [SEP] " The moment he saw her, he wished he had worn a different suit, for the one he had on was shabby and torn at the cuffs. [SEP] No one else could have known how much the two of them had changed. [SEP] They had last seen each other before the war, back when her grip had been strong and he had not needed a thin stick with a silver handle .	natural	COCA;   2011; 2011; A Clever Science; Fishbane, Joel; FIC: New England Review	arrive	natural	natural	5	other; tell	theme	on the four thirty train		gone	come	driven	walked	arrived
